,Player ID,Season,Average Points,Average Assists,Average Blocks,Average Defensive Rebounds,Average Offensive Rebounds,Average 3PT Attempts,Average 3PT Made,Average 2PT Attempts,Average 2PT Made,Average Free Throw Attempts,Average Free Throws Made,Average Steals per Game,Average Mins per Game,Average Turn Overs per Game
166,1089,2008,19.33,3.52,1.68,7.99,10.67,0.03,0.0,7.44,7.44,6.44,4.45,0.51,33:39,2.2
167,1247,2008,13.76,1.28,1.55,6.1,8.76,0.0,0.0,5.62,5.62,3.72,2.52,0.59,31:44,2.34
168,1281,2008,11.65,2.0,1.12,4.76,5.98,0.58,0.21,4.82,4.82,2.98,1.8,1.45,31:58,1.58
169,1368,2008,4.19,0.55,0.41,3.43,5.0,0.0,0.0,1.55,1.55,2.1,1.09,0.41,17:13,0.86
170,1445,2008,19.66,1.78,1.95,7.23,9.88,0.01,0.01,7.35,7.35,5.71,4.95,0.39,33:37,3.04
171,237,2008,28.44,7.25,1.15,6.26,7.57,4.74,1.63,9.74,9.74,9.41,7.33,1.69,37:42,2.98
172,220,2008,20.56,1.42,2.92,9.58,13.84,0.03,0.0,7.09,7.09,10.75,6.38,0.97,35:42,3.04
173,1593,2008,11.72,2.0,1.03,7.0,10.25,0.0,0.0,5.08,5.08,2.72,1.56,0.64,31:12,2.39
174,1700,2008,15.41,1.21,1.24,4.44,5.33,3.73,1.53,5.53,5.53,3.41,2.83,0.44,31:27,1.73
175,1798,2008,8.85,0.51,1.13,4.18,6.95,0.0,0.0,3.25,3.25,3.7,2.36,0.41,21:32,1.43
176,401,2008,16.8,6.32,0.22,2.73,3.91,0.89,0.2,7.09,7.09,3.09,2.43,0.81,37:02,2.49
177,735,2009,12.0,1.51,1.17,4.94,6.7,0.02,0.0,4.94,4.94,4.26,2.11,0.28,23:24,1.98
178,957,2009,3.03,0.33,0.3,1.42,2.45,0.11,0.02,1.2,1.2,0.75,0.61,0.09,9:14,0.34
179,1037,2009,13.75,4.04,0.07,2.25,2.82,0.89,0.32,4.86,4.86,4.68,3.71,0.68,30:52,2.29
180,1089,2009,17.88,3.15,1.5,7.27,10.1,0.14,0.03,7.19,7.19,4.79,3.47,0.58,31:15,1.79
181,1247,2009,13.11,1.43,1.05,3.71,6.07,0.01,0.0,5.42,5.42,3.07,2.26,1.08,30:13,1.72
182,1281,2009,11.5,1.88,1.05,6.97,9.41,0.5,0.14,4.88,4.88,2.88,1.6,1.24,34:14,1.57
183,1368,2009,3.27,0.46,0.25,2.58,3.69,0.02,0.0,1.29,1.29,2.04,0.69,0.31,13:44,0.9
184,237,2009,29.71,8.57,1.01,6.36,7.29,5.09,1.7,10.11,10.11,10.17,7.8,1.64,39:01,3.43
185,220,2009,18.33,1.76,2.78,9.73,13.2,0.09,0.0,6.22,6.22,9.95,5.89,0.91,34:40,3.34
186,1593,2009,15.87,1.84,2.54,7.14,10.16,0.03,0.0,6.86,6.86,3.43,2.16,0.57,32:18,1.9
187,1700,2009,17.2,1.16,1.39,4.85,6.16,4.06,1.51,6.71,6.71,2.93,2.26,0.31,34:59,1.5
188,1798,2009,11.1,0.9,2.29,5.43,8.48,0.0,0.0,4.38,4.38,3.05,2.33,0.38,23:53,1.86
189,401,2009,20.76,6.01,0.35,2.92,3.76,0.77,0.21,8.62,8.62,4.33,3.32,0.73,36:48,2.78
190,735,2010,9.22,0.7,1.14,3.51,4.81,0.0,0.0,3.62,3.62,3.54,1.97,0.43,20:18,1.51
191,957,2010,0.5,0.25,0.25,1.13,1.31,0.0,0.0,0.19,0.19,0.13,0.13,0.0,4:20,0.31
192,1089,2010,13.45,2.67,1.92,6.7,8.92,0.05,0.0,5.51,5.51,3.38,2.42,0.66,28:22,1.61
193,1247,2010,15.02,1.48,1.31,5.42,8.35,0.01,0.0,6.2,6.2,3.37,2.63,1.14,34:40,1.25
194,1281,2010,8.63,2.27,0.73,4.79,6.19,0.19,0.04,3.85,3.85,1.5,0.88,0.9,25:41,1.23
195,1368,2010,7.94,0.65,0.59,4.59,6.82,0.0,0.0,2.94,2.94,3.5,2.06,0.39,25:58,1.05
196,1445,2010,10.2,0.8,1.6,4.0,5.4,0.0,0.0,3.6,3.6,3.2,3.0,0.0,18:06,1.4
197,237,2010,26.72,7.01,0.63,6.46,7.47,3.53,1.16,9.59,9.59,8.39,6.37,1.57,38:46,3.59
198,220,2010,22.87,1.37,2.38,10.12,14.08,0.09,0.0,7.94,7.94,11.74,7.0,1.37,37:37,3.58
199,1593,2010,12.77,2.02,2.58,8.02,11.08,0.06,0.0,5.65,5.65,3.34,1.48,0.72,35:20,1.92
200,1700,2010,21.42,1.8,0.7,4.08,5.2,3.38,1.17,7.95,7.95,5.3,4.35,0.52,35:39,2.3
201,401,2010,25.01,7.69,0.63,3.07,4.07,4.75,1.58,8.78,8.78,6.85,5.88,1.05,37:21,3.43
202,189,2010,22.5,3.8,0.55,8.77,12.06,0.29,0.09,8.49,8.49,8.48,5.44,0.77,37:56,2.72
203,1089,2011,15.43,2.28,1.52,7.07,8.97,0.07,0.0,6.22,6.22,4.29,2.98,0.66,28:10,1.67
204,1247,2011,10.98,1.62,1.62,4.73,7.15,0.02,0.0,4.78,4.78,1.93,1.42,0.97,28:52,1.08
205,1281,2011,5.17,0.43,1.02,3.14,4.31,0.31,0.07,2.31,2.31,1.29,0.48,1.05,22:22,0.76
206,1368,2011,6.33,0.44,0.0,4.56,6.33,0.0,0.0,2.33,2.33,3.78,1.67,0.89,20:46,1.56
207,237,2011,27.15,6.24,0.81,6.42,7.94,2.4,0.87,10.02,10.02,8.1,6.24,1.85,37:31,3.44
208,220,2011,20.61,1.93,2.15,10.83,14.54,0.13,0.0,7.7,7.7,10.59,5.2,1.5,38:19,3.24
209,1593,2011,11.33,2.58,2.0,6.5,8.33,0.08,0.0,5.08,5.08,1.92,1.17,1.0,30:18,2.0
210,1700,2011,19.45,1.97,0.48,4.77,5.55,3.71,1.1,6.74,6.74,5.58,4.87,0.58,33:16,2.23
211,401,2011,21.85,7.87,0.72,2.69,3.36,4.44,1.38,7.74,7.74,6.13,4.97,0.9,35:14,3.05
212,189,2011,20.73,3.18,0.73,7.56,10.86,0.24,0.03,8.5,8.5,7.09,3.7,0.82,36:14,2.27
213,228,2011,18.51,5.39,0.39,2.88,3.75,3.59,1.43,6.86,6.86,3.84,3.35,1.06,30:32,3.14
214,1089,2012,17.78,2.67,2.65,8.14,9.94,0.1,0.03,7.1,7.1,4.35,3.55,0.72,30:07,2.13
215,1247,2012,7.19,0.97,1.25,4.17,5.97,0.01,0.0,3.14,3.14,1.29,0.92,0.69,21:12,0.79
216,1281,2012,7.17,0.44,0.94,3.39,5.28,0.0,0.0,3.11,3.11,2.22,0.94,0.89,23:57,0.89
217,1368,2012,1.86,0.41,0.45,2.32,3.36,0.0,0.0,0.77,0.77,0.86,0.32,0.27,12:14,0.36
218,237,2012,26.79,7.25,0.88,6.75,8.03,3.34,1.36,10.07,10.07,7.04,5.3,1.7,37:51,2.97
219,220,2012,17.05,1.42,2.45,9.13,12.43,0.08,0.01,6.18,6.18,9.49,4.67,1.11,35:48,2.96
220,1593,2012,5.81,2.09,1.72,5.53,7.66,0.03,0.03,2.59,2.59,1.19,0.59,0.63,24:33,1.09
221,1700,2012,12.66,1.09,0.66,2.91,3.66,3.51,1.09,4.86,4.86,2.2,1.86,0.6,28:38,1.54
222,189,2012,18.0,3.74,0.63,5.95,8.28,0.35,0.06,7.21,7.21,5.33,3.51,1.21,32:28,2.31
223,228,2012,22.46,5.93,0.36,3.08,3.66,4.73,1.85,8.2,8.2,4.92,4.2,1.51,34:42,3.24
224,117,2012,13.55,0.98,1.75,5.58,8.16,0.09,0.0,5.45,5.45,3.52,2.64,1.17,28:50,1.39
225,1089,2013,15.12,2.97,1.88,7.61,9.74,0.07,0.0,6.0,6.0,4.27,3.12,0.58,29:09,2.15
226,1247,2013,5.74,1.01,1.21,3.62,4.95,0.03,0.0,2.45,2.45,1.29,0.84,0.55,19:21,0.82
227,1281,2013,4.28,1.56,0.84,3.06,4.19,0.03,0.0,1.97,1.97,0.59,0.34,0.78,19:46,0.81
228,237,2013,27.13,6.34,0.34,5.87,6.92,3.97,1.51,9.96,9.96,7.6,5.7,1.57,37:41,3.51
229,220,2013,18.27,1.85,1.8,8.94,12.2,0.1,0.03,6.66,6.66,8.99,4.92,0.85,33:45,3.23
230,1593,2013,7.34,1.67,1.81,7.3,10.01,0.0,0.0,3.51,3.51,0.96,0.33,0.7,26:24,1.45
231,1700,2013,13.29,1.07,1.24,3.64,5.29,2.57,0.71,5.29,5.29,2.43,2.0,0.33,29:55,1.38
232,1798,2013,2.91,0.04,0.57,1.35,2.35,0.0,0.0,1.17,1.17,1.0,0.57,0.3,9:13,0.52
233,401,2013,15.9,4.3,0.1,2.3,3.2,4.7,1.6,5.8,5.8,3.2,2.7,0.5,31:05,3.4
234,189,2013,24.13,3.86,0.64,7.06,9.46,0.55,0.15,8.98,8.98,8.43,6.03,1.15,35:47,2.8
235,228,2013,20.82,6.1,0.32,2.92,3.65,4.85,1.73,7.49,7.49,4.76,4.1,1.52,35:09,2.68
236,117,2013,20.81,1.57,2.82,6.96,10.04,0.13,0.03,7.79,7.79,6.57,5.19,1.33,35:11,1.63
237,2048,2013,4.17,0.33,0.15,2.04,2.98,1.02,0.25,1.54,1.54,1.33,0.85,0.4,12:44,0.9
238,1089,2014,13.9,2.99,1.96,6.94,9.14,0.09,0.03,5.44,5.44,4.04,2.99,0.82,28:55,1.7
239,1247,2014,2.67,0.61,0.69,2.0,2.78,0.03,0.0,1.17,1.17,0.64,0.33,0.47,13:29,0.5
240,1281,2014,1.82,0.45,0.55,1.18,1.73,0.0,0.0,0.82,0.82,0.18,0.18,0.45,9:27,0.27
241,237,2014,25.26,7.41,0.71,5.29,6.03,4.91,1.74,9.04,9.04,7.65,5.43,1.58,36:08,3.94
242,220,2014,15.76,1.22,1.29,7.83,10.51,0.05,0.02,6.12,6.12,6.61,3.49,0.68,29:49,2.8
243,1593,2014,6.3,2.69,1.69,6.0,8.1,0.0,0.0,2.99,2.99,0.63,0.33,0.58,23:37,1.58
244,1700,2014,14.83,1.59,0.93,3.28,4.38,1.41,0.52,5.66,5.66,3.69,3.0,0.07,27:04,1.45
245,401,2014,17.73,4.92,0.31,2.47,3.16,5.31,1.49,6.63,6.63,3.67,2.98,0.71,29:59,3.16
246,189,2014,21.93,5.28,0.52,5.7,7.58,0.37,0.15,8.57,8.57,6.37,4.64,0.94,35:09,2.27
247,228,2014,21.71,5.19,0.27,2.43,3.16,5.04,2.09,7.71,7.71,4.87,4.2,1.52,36:23,2.48
248,117,2014,24.35,2.19,2.94,7.69,10.24,0.18,0.01,9.44,9.44,6.78,5.46,1.47,36:05,1.4
249,2048,2014,5.23,0.84,0.28,2.88,3.79,0.4,0.12,2.19,2.19,1.12,0.72,0.47,15:40,0.63
250,475,2014,16.91,2.07,0.61,2.93,4.56,1.54,0.48,6.06,6.06,5.68,4.32,1.05,36:12,2.16
251,1089,2015,8.56,2.67,1.28,5.44,7.33,0.03,0.0,3.52,3.52,2.15,1.51,0.77,25:11,1.48
252,1247,2015,4.12,1.06,0.47,3.18,3.71,0.06,0.0,1.82,1.82,0.53,0.47,0.53,13:13,0.65
253,237,2015,25.26,6.76,0.64,5.97,7.43,3.71,1.14,9.7,9.7,6.46,4.72,1.37,35:38,3.28
254,220,2015,13.75,1.38,1.59,8.41,11.76,0.08,0.0,5.24,5.24,6.68,3.27,0.97,32:06,2.34
255,1593,2015,5.36,2.31,1.63,5.3,7.03,0.01,0.01,2.5,2.5,0.71,0.34,0.47,20:43,1.19
256,1700,2015,6.61,0.39,0.2,1.5,2.11,0.35,0.07,2.76,2.76,1.24,1.02,0.09,13:46,0.57
257,401,2015,16.36,4.71,0.21,2.71,3.41,2.27,0.67,6.77,6.77,2.71,2.15,0.67,31:46,2.65
258,189,2015,21.4,4.86,0.49,6.94,8.4,0.51,0.17,8.6,8.6,5.54,4.03,0.8,33:26,2.37
259,228,2015,19.64,4.72,0.34,2.13,2.96,4.94,1.58,7.43,7.43,3.6,3.19,1.06,31:27,2.34
260,117,2015,24.28,1.9,2.05,8.15,10.28,1.77,0.57,9.18,9.18,7.05,5.34,1.28,35:28,1.98
261,2048,2015,1.47,0.0,0.0,0.89,1.21,0.74,0.16,0.42,0.42,0.53,0.47,0.26,4:26,0.21
262,475,2015,20.68,2.02,0.57,2.3,3.59,2.35,0.7,7.33,7.33,6.98,5.31,0.96,35:07,2.25
263,447,2015,18.33,1.96,1.68,7.67,10.46,1.07,0.37,7.62,7.62,3.35,2.72,0.71,32:01,2.23
264,237,2016,26.41,8.73,0.59,7.32,8.64,4.62,1.68,9.95,9.95,7.18,4.84,1.24,37:45,4.09
265,220,2016,13.54,1.41,1.24,8.7,12.7,0.03,0.0,5.24,5.24,5.73,3.05,0.86,29:42,2.3
266,1593,2016,2.93,1.81,0.93,6.0,8.07,0.04,0.0,1.41,1.41,0.41,0.11,0.48,21:36,1.59
267,401,2016,18.03,4.42,0.27,2.81,3.84,0.94,0.2,7.19,7.19,3.95,3.45,0.69,32:31,2.3
268,189,2016,21.57,4.92,0.36,6.31,8.15,1.85,0.62,7.85,7.85,6.9,5.25,0.93,34:02,2.33
269,228,2016,25.22,5.81,0.33,2.47,3.19,6.13,2.46,9.32,9.32,4.56,4.13,1.15,35:03,2.5
270,117,2016,27.99,2.09,2.23,9.49,11.79,1.79,0.53,10.27,10.27,8.63,6.92,1.25,36:06,2.41
271,2048,2016,5.0,0.52,0.13,2.3,3.39,2.09,0.57,1.65,1.65,1.57,1.13,0.22,11:29,0.52
272,475,2016,23.57,2.3,0.37,2.76,4.0,3.52,1.26,8.65,8.65,6.61,5.02,1.0,37:10,2.28
273,447,2016,25.13,2.68,1.26,8.67,12.28,3.35,1.23,9.78,9.78,5.22,4.34,0.68,36:57,2.59
274,237,2017,27.45,9.11,0.87,7.46,8.65,4.95,1.82,10.45,10.45,6.48,4.73,1.41,36:53,4.23
275,220,2017,16.63,1.3,1.62,9.35,12.49,0.09,0.01,6.25,6.25,7.19,4.12,0.59,30:24,2.57
276,1593,2017,1.5,0.63,0.54,2.17,3.25,0.0,0.0,0.71,0.71,0.08,0.08,0.17,9:01,0.79
277,401,2017,8.36,1.48,0.16,0.88,1.4,1.2,0.28,3.24,3.24,1.84,1.6,0.28,16:46,1.4
278,189,2017,21.41,5.76,0.31,6.12,7.38,5.55,1.91,7.52,7.52,5.69,4.47,0.69,33:57,2.84
279,228,2017,24.43,5.1,0.28,3.23,3.78,6.78,2.77,8.9,8.9,4.35,3.87,1.08,32:11,2.32
280,117,2017,28.13,2.32,2.57,8.59,11.08,2.16,0.73,10.4,10.4,7.97,6.6,1.53,36:21,2.16
281,475,2017,17.71,1.95,0.62,3.37,4.37,4.12,1.37,6.94,6.94,3.83,2.46,1.11,36:19,1.68
282,447,2017,21.26,2.43,1.4,9.44,12.34,3.48,1.46,7.79,7.79,4.9,4.21,0.78,35:35,1.94
283,417,2017,15.79,8.16,0.86,6.35,8.14,0.14,0.0,6.72,6.72,4.21,2.36,1.73,33:43,3.43
284,165,2017,7.14,3.79,0.29,2.29,3.07,0.07,0.0,3.21,3.21,1.5,0.71,0.86,18:04,1.21
285,237,2018,27.36,8.25,0.6,7.42,8.44,5.95,2.02,10.15,10.15,7.6,5.05,1.31,35:13,3.58
286,220,2018,12.78,0.44,0.44,6.56,9.22,0.0,0.0,4.78,4.78,5.33,3.22,0.78,25:30,1.78
287,1593,2018,3.55,1.0,0.73,3.91,5.0,0.0,0.0,1.64,1.64,0.27,0.27,0.27,12:13,0.73
288,401,2018,17.63,4.23,0.23,2.06,2.69,2.81,1.04,6.98,6.98,3.08,2.63,0.58,26:46,1.58
289,189,2018,24.55,5.36,0.37,6.21,7.55,6.96,2.52,8.25,8.25,7.33,5.52,0.69,34:57,3.37
290,228,2018,23.82,6.94,0.51,3.96,5.01,6.48,2.6,9.01,9.01,3.66,3.19,1.55,33:02,2.57
291,117,2018,25.93,3.89,2.41,8.89,12.02,2.59,0.86,9.46,9.46,7.73,6.14,1.57,33:02,2.0
292,475,2018,18.1,2.52,0.66,3.68,4.82,4.77,1.62,6.82,6.82,4.05,2.84,0.97,34:49,1.9
293,447,2018,24.42,3.36,1.62,8.97,12.42,4.61,1.84,8.84,8.84,5.84,4.88,0.87,33:02,3.13
294,417,2018,16.92,7.71,0.77,6.65,8.85,0.08,0.0,6.84,6.84,5.42,3.25,1.42,34:10,3.47
295,165,2018,8.16,3.11,0.26,2.32,3.68,0.74,0.21,3.42,3.42,1.95,1.11,0.89,22:27,1.32
296,22,2018,16.32,1.76,0.94,7.13,10.27,0.06,0.0,7.17,7.17,2.66,1.99,0.86,30:44,1.77
297,237,2019,25.34,10.21,0.55,6.85,7.81,6.34,2.21,9.6,9.6,5.69,3.94,1.16,34:34,3.9
298,220,2019,7.49,0.65,1.14,4.88,7.36,0.07,0.04,2.93,2.93,3.1,1.59,0.45,18:55,1.23
299,401,2019,18.08,5.56,0.34,1.88,2.42,2.94,0.9,7.38,7.38,2.78,2.42,0.8,25:57,2.52
300,189,2019,15.5,3.28,0.39,3.72,4.67,6.17,1.5,4.89,4.89,5.44,4.22,0.39,28:27,2.22
301,228,2019,27.4,6.4,0.5,4.05,5.15,7.1,2.8,9.95,9.95,5.1,4.7,1.35,32:53,2.6
302,117,2019,26.1,3.23,2.31,7.03,9.32,3.52,1.16,8.89,8.89,8.47,7.16,1.47,34:22,2.47
303,475,2019,21.76,3.67,0.96,3.83,5.06,6.19,2.06,8.09,8.09,4.96,3.52,0.83,34:25,2.43
304,447,2019,24.37,4.03,1.11,7.47,9.97,7.29,3.0,8.32,8.32,5.95,4.74,0.89,31:13,2.89
305,417,2019,16.44,7.98,0.58,5.81,7.81,0.12,0.04,6.58,6.58,5.23,3.25,2.11,35:22,3.51
306,165,2019,12.08,5.13,0.17,2.75,3.31,1.88,0.5,4.99,4.99,2.21,1.61,1.25,27:43,2.04
307,22,2019,13.02,1.36,1.09,5.45,8.23,0.25,0.06,5.85,5.85,1.68,1.26,0.47,23:19,1.51
308,666969,2019,22.5,2.08,0.38,3.58,6.25,0.58,0.25,8.75,8.75,7.42,4.75,0.67,27:50,2.46
309,237,2020,25.02,7.78,0.56,7.02,7.67,6.33,2.31,9.38,9.38,5.67,3.96,1.07,33:24,3.73
310,220,2020,6.89,0.87,0.89,5.57,8.29,0.29,0.07,2.54,2.54,3.0,1.73,0.43,17:04,1.6
311,401,2020,14.12,4.02,0.37,2.12,2.5,2.48,0.96,5.52,5.52,2.44,2.12,0.94,24:35,1.5
312,189,2020,10.31,2.86,0.31,3.88,4.59,4.18,1.43,3.55,3.55,2.39,1.78,0.65,24:12,1.27
313,228,2020,26.87,6.0,0.69,3.8,4.76,7.0,2.81,10.17,10.17,4.04,3.72,1.41,34:55,2.39
314,117,2020,21.81,3.06,1.64,6.22,7.94,2.78,0.72,8.36,8.36,5.92,4.36,1.28,32:16,2.06
315,475,2020,18.59,2.35,0.99,3.75,4.9,5.17,1.97,7.11,7.11,3.35,2.39,0.94,33:17,1.76
316,447,2020,24.78,4.5,1.14,7.92,10.58,6.3,2.44,8.5,8.5,6.22,5.34,0.76,33:46,3.2
317,417,2020,14.05,6.8,0.59,5.49,7.07,0.17,0.05,5.51,5.51,4.86,2.98,1.58,31:49,2.93
318,165,2020,12.88,5.38,0.25,2.5,3.13,2.0,0.5,5.13,5.13,2.38,2.13,0.88,26:54,2.25
319,22,2020,14.45,1.43,1.17,7.23,10.52,0.29,0.06,6.23,6.23,2.51,1.93,0.58,30:38,1.46
320,666969,2020,27.0,3.7,0.64,4.49,7.23,0.56,0.16,10.39,10.39,8.67,6.05,0.93,33:12,2.74
321,3547238,2020,19.33,2.93,0.5,3.85,4.67,7.22,2.38,7.01,7.01,3.78,2.93,1.14,32:08,2.22
322,237,2021,29.89,6.28,1.06,7.06,8.19,7.94,2.81,11.33,11.33,5.83,4.41,1.33,37:11,3.54
323,220,2021,4.97,0.47,0.47,3.15,4.7,0.2,0.11,1.8,1.8,1.95,1.27,0.43,12:49,0.61
324,401,2021,11.39,3.79,0.43,2.14,2.93,3.36,1.32,4.43,4.43,1.25,1.21,0.82,23:27,1.39
325,189,2021,4.43,1.3,0.17,2.07,2.81,1.79,0.47,1.64,1.64,0.94,0.68,0.33,11:49,0.38
326,228,2021,27.45,5.76,0.59,3.83,4.34,8.24,3.45,9.97,9.97,4.45,4.07,1.41,37:38,2.52
327,117,2021,22.73,2.95,2.2,7.03,9.63,1.73,0.33,9.03,9.03,6.1,4.35,1.23,34:10,2.03
328,475,2021,16.92,2.17,0.68,3.21,4.33,5.39,2.12,6.4,6.4,3.16,2.0,1.04,31:16,1.48
329,447,2021,24.44,3.64,1.12,7.19,9.8,4.95,2.03,8.64,8.64,6.25,5.13,0.96,33:11,3.03
330,417,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0
331,165,2021,10.83,5.5,0.28,2.5,2.72,0.94,0.22,4.61,4.61,1.72,1.39,1.11,19:59,2.22
332,22,2021,16.75,1.42,0.68,7.45,9.92,0.33,0.12,7.43,7.43,2.37,1.77,0.67,28:44,1.55
333,666969,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0
334,3547238,2021,21.14,3.81,0.66,3.86,4.71,8.29,2.95,7.58,7.58,3.86,3.04,1.47,34:04,2.63
335,17896075,2021,17.21,5.34,0.69,4.56,5.46,5.72,1.87,6.62,6.62,2.5,2.1,1.22,31:55,3.62
